channel_name,sta_PSNR,weight1,weight2,inner_product,PSNR0,PSNR1,max_weight,number_of_samples,number_of_spikes,eig1,eig2,eig3,cell_type
82c,16.45323768789298,0.5,0.5,-0.11400180668473348,10.070099649439669,11.993967438534277,0.5,644,729,1.0100442241516918,1.0001312621960308,1.0001312621960308,OFF
83a,20.35167050944585,0.4847385917574535,0.5152614082425466,-0.07688697551317511,12.191533460933368,14.247675131265435,0.5152614082425466,6618,17646,0.49344024010761817,0.46276615600294796,0.46276615600294796,OFF
83b,14.727491884726394,0.7476370510396976,0.2523629489603025,0.16093431122448976,14.378752140704922,8.317847580548332,0.7476370510396976,1058,1300,0.8792424637436967,0.8517180277138057,0.8517180277138057,OFF
83c,16.714328790497873,0.5007824726134585,0.4992175273865415,0.16448006351561545,12.470253648154097,12.607716693308904,0.5007824726134585,639,784,1.1990168345682977,1.1251152240668687,1.1251152240668687,OFF
85a,13.818888605903414,0.4953095684803002,0.5046904315196998,0.13489623991673172,9.502043759354518,10.994565737858178,0.5046904315196998,533,859,1.3130219426054548,1.294557026720665,1.294557026720665,OFF
85b,12.191886025080118,0.4937027707808565,0.5062972292191436,0.0051890153660631155,8.052498749843716,9.622387236133767,0.5062972292191436,397,468,1.4592541044335894,1.4005641244036944,1.4005641244036944,OFF
86a,19.576154228812772,0.4948665297741273,0.5051334702258727,0.3166357312623228,15.955203805087235,15.424224447306615,0.5051334702258727,1461,3186,0.9527031840519676,0.7663648256511157,0.7663648256511157,ON
86b,6.779708782779273,0.524024024024024,0.475975975975976,-0.3030737068113116,5.561935316650253,5.708937308662782,0.524024024024024,1332,1684,0.7880052327605592,0.7591946716047694,0.7591946716047694,unknown
86c,10.238225689509989,0.4961977186311787,0.5038022813688213,-0.2450102209989216,6.976334543864392,8.388354407902185,0.5038022813688213,526,705,1.1883502029515258,1.152659953606027,1.152659953606027,ON
86d,8.678596610576797,0.4966442953020134,0.5033557046979866,-0.011929824561403558,7.20163587228884,6.629998767324682,0.5033557046979866,149,151,2.2448491956756267,2.097623395867793,2.097623395867793,ON
87a,21.676952385457522,0.5074896694214877,0.4925103305785124,0.08754484007347074,17.20488424823565,15.332509459527138,0.5074896694214877,3872,9120,0.590419733782711,0.5171612062051285,0.5171612062051285,OFF
87b,16.662341059831707,0.5213553530751709,0.4786446469248292,-0.10863941419222163,10.322041071320534,10.658153628762852,0.5213553530751709,3512,3797,0.48735824356249874,0.48208026094088446,0.48208026094088446,ON
87c,10.290553885452935,0.5009345794392523,0.4990654205607477,-0.24348101408960354,7.708925277922505,6.621862998032901,0.5009345794392523,535,595,1.103858354277609,1.0650569893728694,1.0650569893728694,OFF
