channel_name,num_samples,num_spikes,max,max_time_bin,min,min_time_bin,sigma
54e,660,693,0.9062049062049062,5,0.1443001443001443,4,0.038440072383860005
54f,538,560,0.8803571428571428,5,0.14285714285714285,4,0.038975145563344485
55a,615,891,0.7732884399551067,4,0.07519640852974187,5,0.03905481836422139
55b,422,537,0.750465549348231,4,0.09124767225325885,5,0.0410409970577533
56a,4557,4597,0.5251250815749402,6,0.4720469871655427,4,0.007923822581190775
58a,704,739,0.6698240866035182,4,0.30581867388362655,5,0.023156730494554325
58b,186,363,0.6143250688705234,4,0.3884297520661157,0,0.03832971407313234
58c,143,152,0.631578947368421,1,0.3815789473684211,0,0.04343731558899776
58d,166,171,0.6140350877192983,4,0.39766081871345027,3,0.03904990729061217
64a,5056,7522,0.7486040946556767,4,0.2965966498271736,5,0.017941890935940442
64b,3650,8643,0.7395580238343168,4,0.13953488372093023,5,0.02570280677200035
64c,191,198,0.8636363636363636,4,0.11616161616161616,5,0.045467109527865944
65a,8072,11838,0.5373373880723095,4,0.4728839330968069,5,0.006986201315901285
66a,84,89,0.6404494382022472,4,0.3258426966292135,3,0.05512081307075957
68a,385,385,0.5792207792207792,5,0.43116883116883115,3,0.026278289609491183
68b,137,374,0.6550802139037433,2,0.3770053475935829,2,0.04854598704493916
72a,225,252,0.6150793650793651,3,0.1388888888888889,5,0.04532842071809764
73a,4653,9372,0.7326077678190355,4,0.23623559539052497,5,0.02220323827056367
73b,3063,5840,0.635958904109589,4,0.1815068493150685,5,0.022975544739538535
74a,1947,4884,0.8683456183456183,4,0.04463554463554464,5,0.03252553719352614
75a,7298,11213,0.5442789619192009,4,0.4652635333987336,5,0.0076558964548928705
75b,363,379,0.5804749340369393,4,0.41952506596306066,1,0.02731848431785289
76a,511,513,0.5750487329434698,4,0.4152046783625731,5,0.02362367875156792
76b,64,64,0.6875,0,0.3125,2,0.06385822729083204
76c,49,50,0.7,7,0.26,1,0.06953044899468394
76d,37,37,0.7297297297297297,6,0.2702702702702703,3,0.08249076364804246
76e,25,25,0.84,4,0.16,7,0.10018047069656029
77a,2712,2879,0.5578325807572073,4,0.4720389023966655,1,0.01053174094375668
77b,366,366,0.5983606557377049,5,0.41530054644808745,1,0.02691604976055597
83a,3750,7291,0.7533945960773556,4,0.16225483472774654,5,0.025407247532061306
83b,2418,3519,0.749644785450412,4,0.17362887183859052,5,0.027771695616208045
83c,2079,2741,0.7019336008755929,4,0.20503465888361913,5,0.028012596572979137
83d,310,344,0.8633720930232558,4,0.06686046511627906,5,0.04475479256904674
83e,105,107,0.8598130841121495,4,0.11214953271028037,5,0.05754085779082289
84a,2210,4012,0.904037886340977,4,0.05084745762711865,5,0.03209895680119019
84b,1367,2634,0.724373576309795,4,0.11199696279422931,5,0.029874995240330472
84c,102,103,0.883495145631068,4,0.019417475728155338,5,0.06023055344358691
86a,397,397,0.5843828715365239,7,0.4105793450881612,4,0.025393426439844574
86b,146,175,0.6628571428571428,4,0.35428571428571426,5,0.04301402994561181
86c,45,54,0.7962962962962963,4,0.2777777777777778,6,0.08257380848633279
87a,2484,2555,0.7076320939334638,4,0.2782778864970646,5,0.01782846978453338
