channel_name,cell_type,PSNR,eig1,eig2,eig3,converged,PSNR1,PSNR2,weight1,weight2,inner_product
76d,unknown,5.569829143779088,5.699093090707578,5.688502318296362,5.22129462186292,True,5.95702737738454,5.53265024399738,0.7912151312386116,0.20878486876138846,0.030172413793103675
76e,unknown,6.787750100113553,7.4292787461831,7.078255349803971,6.782770423775042,True,6.090175973510221,3.7865268020022116,0.8403560646396342,0.15964393536036603,-0.39880952380952395
77a,unknown,8.146200976525266,0.5318500874421302,0.5209628643861802,0.5156247057866221,True,5.992119350323329,5.677655686126784,0.4903316816604645,0.5096683183395353,-0.2918935503041489
77b,unknown,6.801150648706344,1.1492353379155296,1.1260108649134022,1.122549177877434,True,5.953982441049111,5.612815244468354,0.5276569119706527,0.4723430880293473,-0.527773580343921
83a,OFF,23.266580159997734,0.626399340117415,0.5886106256972239,0.5778318095192311,True,14.99730584359522,20.439781313838694,0.5044508626494482,0.4955491373505516,0.061861148282585154
83b,OFF,20.741114319128883,0.6318397614997072,0.5920133347571298,0.5830323510128412,True,17.20001691003267,17.90456852684915,0.5334285288007258,0.4665714711992736,0.1821761575458956
83c,OFF,17.73841067169335,0.6682831177337362,0.6266668959045182,0.609876701858817,True,14.158216619468249,13.528965140970762,0.5582091205078646,0.4417908794921345,0.10358378618767153
83d,OFF,17.797236501054844,1.558675050448508,1.5333487236524164,1.4783892055179366,True,18.07109562236335,6.203144655433676,0.9366122759057635,0.06338772409423672,0.7671274038461539
83e,OFF,12.993611498108619,3.0762705045688477,2.798901654068254,2.3935874299654256,True,2.891236813701204,12.78590765599392,0.01904761904761907,0.9809523809523809,0.4101941747572817
84a,OFF,26.58000488920011,0.7116274780767633,0.6435152076960999,0.6250015610974307,True,22.69390583718216,24.449667715932318,0.5617096233363187,0.4382903766636815,0.3025683105629295
84b,OFF,20.497965224405228,0.8363928016445562,0.7924147469403845,0.7767579676300316,True,8.685347996733833,20.70711363816499,0.052667955555803926,0.9473320444441955,0.47168365479632546
84c,OFF,14.346168522463012,2.9939661322053097,2.586618851702154,2.475002400007562,True,14.291381006276573,2.5125558341428187,0.9803921581725978,0.019607841827402158,0.7183333333333334
86a,unknown,6.844429870860174,1.119606520354465,1.0995394987468976,1.0666723464791747,True,6.649657877350129,5.6517761963347635,0.511017348572479,0.48898265142752106,-0.4919408061732156
86b,unknown,7.173739102371836,2.8112905792013896,2.6047425904415173,2.361200772858167,True,5.839244412426136,6.82237346028206,0.10860571217092693,0.8913942878290732,0.0037931034482758808
86c,unknown,6.279455047835672,7.686665232120003,6.057512741642678,5.725261998779708,True,5.344779953380819,6.25013156365808,0.19154045640512202,0.8084595435948778,0.20508744038155807
87a,OFF,24.0825047031728,0.5383828405094124,0.5370405595586344,0.5265054483287399,True,12.568935776151703,14.831237395597816,0.4860416450875034,0.5139583549124971,-0.1756318396116438
